orf_id	gene	transcript	orf_biotype	final_tier	is_peptidein	strand	chrom	n_exons	length_aa	length_bp	intervals_1based	intervals_0based	min_start_0based	max_end_0based	span_bp
c1riboseqorf157	WARS2-AS1	ENST00000425884	lncRNA-ORF	4	False	+	chr1	1	27	84	chr1:119140518-119140601	chr1:119140517-119140601	119140517	119140601	84
c1riboseqorf158	WARS2-AS1	ENST00000425884	lncRNA-ORF	4	False	+	chr1	2	48	147	chr1:119140675-119140793+chr1:119146953-119146980	chr1:119140674-119140793;chr1:119146952-119146980	119140674	119146980	6306
c1riboseqorf159	NOTCH2	ENST00000256646	uoORF	4	False	-	chr1	2	50	153	chr1:120029963-120029987+chr1:120069334-120069461	chr1:120029962-120029987;chr1:120069333-120069461	120029962	120069461	39499
c1riboseqorf160	NBPF15	ENST00000577412	uORF	2B	False	-	chr1	2	47	144	chr1:144460893-144460961+chr1:144461381-144461455	chr1:144460892-144460961;chr1:144461380-144461455	144460892	144461455	563
c1riboseqorf161	NBPF15	ENST00000488031	uORF	4	False	-	chr1	1	22	69	chr1:144461549-144461617	chr1:144461548-144461617	144461548	144461617	69
c1riboseqorf162	ENSG00000276216	ENST00000618589	lncRNA-ORF	2B	False	+	chr1	1	33	102	chr1:145281141-145281242	chr1:145281140-145281242	145281140	145281242	102
c1riboseqorf163	LINC01719	ENST00000610820	lncRNA-ORF	1B	False	+	chr1	1	26	81	chr1:146052710-146052790	chr1:146052709-146052790	146052709	146052790	81
c1riboseqorf164	ACP6	ENST00000583509	uORF	4	False	-	chr1	1	27	84	chr1:147670277-147670360	chr1:147670276-147670360	147670276	147670360	84
c1riboseqorf165	RNVU1-21	ENST00000365538	lncRNA-ORF	4	False	-	chr1	1	17	54	chr1:148334686-148334739	chr1:148334685-148334739	148334685	148334739	54
c1riboseqorf166	PDE4DIP	ENST00000313431	uORF	4	False	+	chr1	1	16	51	chr1:148952498-148952548	chr1:148952497-148952548	148952497	148952548	51
c1riboseqorf167	PDE4DIP	ENST00000313431	uORF	4	False	+	chr1	1	17	54	chr1:148952664-148952717	chr1:148952663-148952717	148952663	148952717	54
c1riboseqorf168	PLEKHO1	ENST00000369124	uORF	4	False	+	chr1	1	25	78	chr1:150150007-150150084	chr1:150150006-150150084	150150006	150150084	78
c1riboseqorf169	ANP32E	ENST00000583931	uORF	4	False	-	chr1	1	28	87	chr1:150235977-150236063	chr1:150235976-150236063	150235976	150236063	87
c1riboseqorf170	MRPS21	ENST00000581066	uORF	2B	False	+	chr1	1	43	132	chr1:150294032-150294163	chr1:150294031-150294163	150294031	150294163	132
c1riboseqorf171	MINDY1	ENST00000683666	uORF	2B	False	-	chr1	1	41	126	chr1:151006572-151006697	chr1:151006571-151006697	151006571	151006697	126
c1riboseqorf172	CDC42SE1	ENST00000540998	uORF	1B	False	-	chr1	1	31	96	chr1:151056691-151056786	chr1:151056690-151056786	151056690	151056786	96
c1riboseqorf173	LYSMD1	ENST00000368908	uORF	2B	False	-	chr1	1	18	57	chr1:151165573-151165629	chr1:151165572-151165629	151165572	151165629	57
c1riboseqorf174	PIP5K1A	ENST00000368888	uORF	2B	False	+	chr1	1	25	78	chr1:151198655-151198732	chr1:151198654-151198732	151198654	151198732	78
c1riboseqorf175	PIP5K1A	ENST00000368888	uORF	4	False	+	chr1	1	18	57	chr1:151198802-151198858	chr1:151198801-151198858	151198801	151198858	57
c1riboseqorf176	PI4KB	ENST00000368872	uORF	1B	False	-	chr1	1	44	135	chr1:151324766-151324900	chr1:151324765-151324900	151324765	151324900	135
c1riboseqorf177	PI4KB	ENST00000368875	uoORF	1B	True	-	chr1	1	55	168	chr1:151326176-151326343	chr1:151326175-151326343	151326175	151326343	168
c1riboseqorf178	RFX5	ENST00000452671	uORF	2B	False	-	chr1	1	18	57	chr1:151346508-151346564	chr1:151346507-151346564	151346507	151346564	57
c1riboseqorf179	RFX5-AS1	ENST00000455503	lncRNA-ORF	2B	False	+	chr1	2	76	231	chr1:151347015-151347188+chr1:151347632-151347688	chr1:151347014-151347188;chr1:151347631-151347688	151347014	151347688	674
c1riboseqorf180	TDRKH-AS1	ENST00000389897	lncRNA-ORF	4	False	+	chr1	1	58	177	chr1:151790874-151791050	chr1:151790873-151791050	151790873	151791050	177
c1riboseqorf181	S100A6	ENST00000368720	uORF	4	False	-	chr1	1	20	63	chr1:153536171-153536233	chr1:153536170-153536233	153536170	153536233	63
c1riboseqorf182	INTS3	ENST00000318967	uORF	2B	False	+	chr1	1	17	54	chr1:153728076-153728129	chr1:153728075-153728129	153728075	153728129	54
c1riboseqorf183	CREB3L4	ENST00000368607	uORF	4	False	+	chr1	1	41	126	chr1:153967923-153968048	chr1:153967922-153968048	153967922	153968048	126
c1riboseqorf184	C1orf43	ENST00000368521	uORF	1B	False	-	chr1	1	18	57	chr1:154220461-154220517	chr1:154220460-154220517	154220460	154220517	57
c1riboseqorf185	CHRNB2	ENST00000368476	uoORF	4	False	+	chr1	2	59	180	chr1:154568034-154568108+chr1:154569462-154569566	chr1:154568033-154568108;chr1:154569461-154569566	154568033	154569566	1533
c1riboseqorf186	ADAR	ENST00000368474	intORF	4	False	-	chr1	1	24	75	chr1:154602509-154602583	chr1:154602508-154602583	154602508	154602583	75
c1riboseqorf187	FLAD1	ENST00000292180	uORF	4	False	+	chr1	1	21	66	chr1:154983572-154983637	chr1:154983571-154983637	154983571	154983637	66
c1riboseqorf188	GBA	ENST00000368373	uoORF	2B	False	-	chr1	2	19	60	chr1:155240699-155240717+chr1:155241086-155241126	chr1:155240698-155240717;chr1:155241085-155241126	155240698	155241126	428
c1riboseqorf189	FAM189B	ENST00000361361	uoORF	4	False	-	chr1	1	97	294	chr1:155254861-155255154	chr1:155254860-155255154	155254860	155255154	294
c1riboseqorf190	FDPS	ENST00000356657	uORF	2B	False	+	chr1	1	32	99	chr1:155308976-155309074	chr1:155308975-155309074	155308975	155309074	99
c1riboseqorf191	RUSC1	ENST00000292254	uORF	4	False	+	chr1	1	58	177	chr1:155324627-155324803	chr1:155324626-155324803	155324626	155324803	177
c1riboseqorf192	RUSC1	ENST00000368352	intORF	2B	False	+	chr1	3	136	411	chr1:155325648-155325672+chr1:155325864-155325910+chr1:155326580-155326918	chr1:155325647-155325672;chr1:155325863-155325910;chr1:155326579-155326918	155325647	155326918	1271
c1riboseqorf193	nan	nan	mixed	2B	False	+	chr1	1	90	273	chr1:155563044-155563316	chr1:155563043-155563316	155563043	155563316	273
c1riboseqorf194	SLC25A44	ENST00000684582	uoORF	4	False	+	chr1	1	22	69	chr1:156194124-156194192	chr1:156194123-156194192	156194123	156194192	69
c1riboseqorf195	SMG5	ENST00000361813	uORF	4	False	-	chr1	1	30	93	chr1:156282709-156282801	chr1:156282708-156282801	156282708	156282801	93
c1riboseqorf196	TMEM79	ENST00000295694	uORF	2B	False	+	chr1	2	38	117	chr1:156282954-156283065+chr1:156285184-156285188	chr1:156282953-156283065;chr1:156285183-156285188	156282953	156285188	2235
c1riboseqorf197	nan	nan	mixed	1B	False	-	chr1	1	18	57	chr1:156601411-156601467	chr1:156601410-156601467	156601410	156601467	57
c1riboseqorf198	ENSG00000229953	ENST00000448869	lncRNA-ORF	4	False	-	chr1	1	80	243	chr1:156646631-156646873	chr1:156646630-156646873	156646630	156646873	243
c1riboseqorf199	ENSG00000229953	ENST00000448869	lncRNA-ORF	1B	False	-	chr1	2	43	132	chr1:156647059-156647154+chr1:156661315-156661350	chr1:156647058-156647154;chr1:156661314-156661350	156647058	156661350	14292
c1riboseqorf200	ISG20L2	ENST00000368219	uORF	4	False	-	chr1	1	18	57	chr1:156727693-156727749	chr1:156727692-156727749	156727692	156727749	57
c1riboseqorf201	ISG20L2	ENST00000313146	uORF	4	False	-	chr1	1	105	318	chr1:156727995-156728312	chr1:156727994-156728312	156727994	156728312	318
c1riboseqorf202	ISG20L2	ENST00000313146	uORF	2B	False	-	chr1	1	49	150	chr1:156728122-156728271	chr1:156728121-156728271	156728121	156728271	150
c1riboseqorf203	ISG20L2	ENST00000313146	uORF	1B	False	-	chr1	1	30	93	chr1:156728273-156728365	chr1:156728272-156728365	156728272	156728365	93
c1riboseqorf204	METTL25B	ENST00000368216	uORF	4	False	+	chr1	1	76	231	chr1:156728643-156728873	chr1:156728642-156728873	156728642	156728873	231
c1riboseqorf205	HDGF	ENST00000357325	dORF	4	False	-	chr1	1	51	156	chr1:156743287-156743442	chr1:156743286-156743442	156743286	156743442	156
c1riboseqorf206	ARHGEF11	ENST00000368194	uORF	1B	False	-	chr1	1	42	129	chr1:157045225-157045353	chr1:157045224-157045353	157045224	157045353	129
c1riboseqorf207	PIGM	ENST00000368090	uORF	4	False	-	chr1	1	31	96	chr1:160031793-160031888	chr1:160031792-160031888	160031792	160031888	96
c1riboseqorf208	IGSF8	ENST00000314485	uoORF	4	False	-	chr1	1	43	132	chr1:160098415-160098546	chr1:160098414-160098546	160098414	160098546	132
c1riboseqorf209	DCAF8	ENST00000407642	uORF	1B	False	-	chr1	1	42	129	chr1:160262315-160262443	chr1:160262314-160262443	160262314	160262443	129
c1riboseqorf210	USF1	ENST00000368021	uoORF	4	False	-	chr1	2	52	159	chr1:161043272-161043360+chr1:161045858-161045927	chr1:161043271-161043360;chr1:161045857-161045927	161043271	161045927	2656
c1riboseqorf211	DEDD	ENST00000464113	uORF	4	False	-	chr1	2	26	81	chr1:161124472-161124526+chr1:161132551-161132576	chr1:161124471-161124526;chr1:161132550-161132576	161124471	161132576	8105
c1riboseqorf212	DEDD	ENST00000368006	uORF	4	False	-	chr1	3	37	114	chr1:161124472-161124526+chr1:161130815-161130847+chr1:161132551-161132576	chr1:161124471-161124526;chr1:161130814-161130847;chr1:161132550-161132576	161124471	161132576	8105
c1riboseqorf213	USP21	ENST00000289865	uORF	1B	False	+	chr1	1	34	105	chr1:161159524-161159628	chr1:161159523-161159628	161159523	161159628	105
c1riboseqorf214	B4GALT3	ENST00000319769	uORF	4	False	-	chr1	1	21	66	chr1:161176440-161176505	chr1:161176439-161176505	161176439	161176505	66
c1riboseqorf215	B4GALT3	ENST00000622395	uORF	1B	False	-	chr1	1	26	81	chr1:161177444-161177524	chr1:161177443-161177524	161177443	161177524	81
c1riboseqorf216	ADAMTS4	ENST00000367996	uORF	4	False	-	chr1	1	75	228	chr1:161198795-161199022	chr1:161198794-161199022	161198794	161199022	228
c1riboseqorf217	TOMM40L	ENST00000545897	uORF	1B	False	+	chr1	1	40	123	chr1:161226010-161226132	chr1:161226009-161226132	161226009	161226132	123
c1riboseqorf218	TOMM40L	ENST00000367988	uORF	4	False	+	chr1	1	23	72	chr1:161226370-161226441	chr1:161226369-161226441	161226369	161226441	72
c1riboseqorf219	RXRG	ENST00000359842	uORF	4	False	-	chr1	1	33	102	chr1:165444989-165445090	chr1:165444988-165445090	165444988	165445090	102
c1riboseqorf220	DCAF6	ENST00000367840	uORF	4	False	+	chr1	1	23	72	chr1:167936713-167936784	chr1:167936712-167936784	167936712	167936784	72
c1riboseqorf221	GPR161	ENST00000682931	intORF	4	False	-	chr1	2	79	240	chr1:168097092-168097232+chr1:168104477-168104575	chr1:168097091-168097232;chr1:168104476-168104575	168097091	168104575	7484
c1riboseqorf222	SFT2D2	ENST00000271375	dORF	4	False	+	chr1	1	62	189	chr1:168242544-168242732	chr1:168242543-168242732	168242543	168242732	189
c1riboseqorf223	NME7	ENST00000367811	uORF	4	False	-	chr1	1	21	66	chr1:169367715-169367780	chr1:169367714-169367780	169367714	169367780	66
c1riboseqorf224	PRRC2C	ENST00000647382	uoORF	4	False	+	chr1	1	28	87	chr1:171512073-171512159	chr1:171512072-171512159	171512072	171512159	87
c1riboseqorf225	METTL13	ENST00000361735	uORF	4	False	+	chr1	1	31	96	chr1:171781837-171781932	chr1:171781836-171781932	171781836	171781932	96
c1riboseqorf226	C1orf105	ENST00000367725	uoORF	4	False	+	chr1	1	24	75	chr1:172452960-172453034	chr1:172452959-172453034	172452959	172453034	75
c1riboseqorf227	nan	nan	mixed	4	False	+	chr1	1	26	81	chr1:172533150-172533230	chr1:172533149-172533230	172533149	172533230	81
c1riboseqorf228	nan	nan	mixed	4	False	-	chr1	1	17	54	chr1:173823922-173823975	chr1:173823921-173823975	173823921	173823975	54
c1riboseqorf229	DARS2	ENST00000649689	uORF	4	False	+	chr1	1	19	60	chr1:173825083-173825142	chr1:173825082-173825142	173825082	173825142	60
c1riboseqorf230	GAS5	ENST00000449289	lncRNA-ORF	4	False	-	chr1	3	20	63	chr1:173864689-173864704+chr1:173865510-173865547+chr1:173865857-173865865	chr1:173864688-173864704;chr1:173865509-173865547;chr1:173865856-173865865	173864688	173865865	1177
c1riboseqorf231	GAS5	ENST00000452197	lncRNA-ORF	1B	True	-	chr1	4	56	171	chr1:173865239-173865282+chr1:173866528-173866567+chr1:173866761-173866796+chr1:173866991-173867041	chr1:173865238-173865282;chr1:173866527-173866567;chr1:173866760-173866796;chr1:173866990-173867041	173865238	173867041	1803
c1riboseqorf232	GAS5	ENST00000414075	lncRNA-ORF	4	False	-	chr1	3	21	66	chr1:173865264-173865282+chr1:173865510-173865547+chr1:173865857-173865865	chr1:173865263-173865282;chr1:173865509-173865547;chr1:173865856-173865865	173865263	173865865	602
c1riboseqorf233	GAS5	ENST00000430245	lncRNA-ORF	4	False	-	chr1	6	73	222	chr1:173866181-173866206+chr1:173866528-173866567+chr1:173866761-173866796+chr1:173866991-173867043+chr1:173867981-173868009+chr1:173868754-173868791	chr1:173866180-173866206;chr1:173866527-173866567;chr1:173866760-173866796;chr1:173866990-173867043;chr1:173867980-173868009;chr1:173868753-173868791	173866180	173868791	2611
c1riboseqorf234	GAS5	ENST00000458220	lncRNA-ORF	4	False	-	chr1	3	53	162	chr1:173866493-173866567+chr1:173866761-173866796+chr1:173866991-173867041	chr1:173866492-173866567;chr1:173866760-173866796;chr1:173866990-173867041	173866492	173867041	549
c1riboseqorf235	ZBTB37	ENST00000367702	uORF	4	False	+	chr1	2	25	78	chr1:173869052-173869120+chr1:173870197-173870205	chr1:173869051-173869120;chr1:173870196-173870205	173869051	173870205	1154
c1riboseqorf236	KIAA0040	ENST00000423313	uORF	4	False	-	chr1	1	26	81	chr1:175161052-175161132	chr1:175161051-175161132	175161051	175161132	81
c1riboseqorf237	KIAA0040	ENST00000423313	uORF	4	False	-	chr1	1	26	81	chr1:175166634-175166714	chr1:175166633-175166714	175166633	175166714	81
c1riboseqorf238	TOR1AIP2	ENST00000609928	uORF	1B	False	-	chr1	1	24	75	chr1:179852706-179852780	chr1:179852705-179852780	179852705	179852780	75
c1riboseqorf239	TOR1AIP2	ENST00000482587	dORF	4	False	-	chr1	1	24	75	chr1:179864050-179864124	chr1:179864049-179864124	179864049	179864124	75
c1riboseqorf240	TOR1AIP2	ENST00000609928	uORF	2B	False	-	chr1	1	20	63	chr1:179865721-179865783	chr1:179865720-179865783	179865720	179865783	63
c1riboseqorf241	TOR1AIP1	ENST00000528443	uORF	4	False	+	chr1	1	66	201	chr1:179882193-179882393	chr1:179882192-179882393	179882192	179882393	201
c1riboseqorf242	XPR1	ENST00000367590	uoORF	2B	False	+	chr1	1	49	150	chr1:180632120-180632269	chr1:180632119-180632269	180632119	180632269	150
c1riboseqorf243	nan	nan	mixed	4	False	-	chr1	1	116	351	chr1:182391177-182391527	chr1:182391176-182391527	182391176	182391527	351
c1riboseqorf244	DHX9	ENST00000367549	uORF	2B	False	+	chr1	1	20	63	chr1:182839367-182839429	chr1:182839366-182839429	182839366	182839429	63
c1riboseqorf245	SMG7	ENST00000688051	uORF	4	False	+	chr1	1	17	54	chr1:183472520-183472573	chr1:183472519-183472573	183472519	183472573	54
c1riboseqorf246	RGL1	ENST00000304685	uORF	4	False	+	chr1	1	65	198	chr1:183636269-183636466	chr1:183636268-183636466	183636268	183636466	198
c1riboseqorf247	RGL1	ENST00000360851	uoORF	4	False	+	chr1	1	18	57	chr1:183805264-183805320	chr1:183805263-183805320	183805263	183805320	57
c1riboseqorf248	IVNS1ABP	ENST00000367498	uORF	1B	True	-	chr1	2	24	75	chr1:185311281-185311322+chr1:185316953-185316985	chr1:185311280-185311322;chr1:185316952-185316985	185311280	185316985	5705
c1riboseqorf249	CAMSAP2	ENST00000358823	uORF	4	False	+	chr1	1	23	72	chr1:200739611-200739682	chr1:200739610-200739682	200739610	200739682	72
c1riboseqorf250	TMEM183A	ENST00000367242	uoORF	2B	False	+	chr1	1	28	87	chr1:203007404-203007490	chr1:203007403-203007490	203007403	203007490	87
c1riboseqorf251	ATP2B4	ENST00000357681	uORF	2B	False	+	chr1	1	16	51	chr1:203682834-203682884	chr1:203682833-203682884	203682833	203682884	51
c1riboseqorf253	ZC3H11A	ENST00000432282	uORF	1B	False	+	chr1	2	44	135	chr1:203796509-203796601+chr1:203801575-203801616	chr1:203796508-203796601;chr1:203801574-203801616	203796508	203801616	5108
c1riboseqorf252	ZBED6	ENST00000550078	uORF	1B	False	+	chr1	1	61	186	chr1:203796509-203796694	chr1:203796508-203796694	203796508	203796694	186
c1riboseqorf254	ZBED6	ENST00000550078	uORF	2B	False	+	chr1	1	89	270	chr1:203797149-203797418	chr1:203797148-203797418	203797148	203797418	270
c1riboseqorf255	ZC3H11A	ENST00000367210	uORF	4	False	+	chr1	1	22	69	chr1:203801864-203801932	chr1:203801863-203801932	203801863	203801932	69
c1riboseqorf256	PPP1R15B	ENST00000367188	uORF	1B	False	-	chr1	1	51	156	chr1:204411487-204411642	chr1:204411486-204411642	204411486	204411642	156
c1riboseqorf257	ELK4	ENST00000357992	uORF	4	False	-	chr1	1	36	111	chr1:205631705-205631815	chr1:205631704-205631815	205631704	205631815	111
c1riboseqorf258	SLC45A3	ENST00000367145	uORF	1B	False	-	chr1	1	32	99	chr1:205664690-205664788	chr1:205664689-205664788	205664689	205664788	99
c1riboseqorf259	SLC41A1	ENST00000367137	uORF	4	False	-	chr1	1	34	105	chr1:205810522-205810626	chr1:205810521-205810626	205810521	205810626	105
c1riboseqorf260	SLC41A1	ENST00000367137	uORF	4	False	-	chr1	1	41	126	chr1:205810668-205810793	chr1:205810667-205810793	205810667	205810793	126
c1riboseqorf261	SLC41A1	ENST00000367137	uORF	4	False	-	chr1	2	47	144	chr1:205811033-205811087+chr1:205812808-205812896	chr1:205811032-205811087;chr1:205812807-205812896	205811032	205812896	1864
c1riboseqorf262	IKBKE	ENST00000581977	uORF	4	False	+	chr1	2	46	141	chr1:206470625-206470698+chr1:206471156-206471222	chr1:206470624-206470698;chr1:206471155-206471222	206470624	206471222	598
c1riboseqorf263	EIF2D	ENST00000271764	uORF	1B	False	-	chr1	1	17	54	chr1:206612389-206612442	chr1:206612388-206612442	206612388	206612442	54
c1riboseqorf264	IL24	ENST00000294984	uORF	4	False	+	chr1	1	16	51	chr1:206897470-206897520	chr1:206897469-206897520	206897469	206897520	51
c1riboseqorf265	PLXNA2	ENST00000367033	uORF	4	False	-	chr1	1	41	126	chr1:208243914-208244039	chr1:208243913-208244039	208243913	208244039	126
c1riboseqorf266	LINC00467	ENST00000663693	lncRNA-ORF	4	False	+	chr1	4	124	375	chr1:211391640-211391697+chr1:211391827-211391976+chr1:211396767-211396831+chr1:211398036-211398137	chr1:211391639-211391697;chr1:211391826-211391976;chr1:211396766-211396831;chr1:211398035-211398137	211391639	211398137	6498
c1riboseqorf267	LPGAT1	ENST00000366997	uORF	2B	False	-	chr1	2	27	84	chr1:211829299-211829323+chr1:211830573-211830631	chr1:211829298-211829323;chr1:211830572-211830631	211829298	211830631	1333
c1riboseqorf268	ENSG00000260805	ENST00000564287	lncRNA-ORF	4	False	-	chr1	1	98	297	chr1:212558394-212558690	chr1:212558393-212558690	212558393	212558690	297
c1riboseqorf269	FLVCR1-DT	ENST00000356684	lncRNA-ORF	4	False	-	chr1	1	50	153	chr1:212857918-212858070	chr1:212857917-212858070	212857917	212858070	153
c1riboseqorf270	VASH2	ENST00000366966	uORF	4	False	+	chr1	1	40	123	chr1:212950602-212950724	chr1:212950601-212950724	212950601	212950724	123
c1riboseqorf271	ANGEL2	ENST00000366962	uORF	4	False	-	chr1	1	39	120	chr1:213015724-213015843	chr1:213015723-213015843	213015723	213015843	120
c1riboseqorf272	RPS6KC1	ENST00000366960	uoORF	4	False	+	chr1	1	44	135	chr1:213051362-213051496	chr1:213051361-213051496	213051361	213051496	135
c1riboseqorf273	PTPN14	ENST00000366956	uORF	4	False	-	chr1	1	22	69	chr1:214464863-214464931	chr1:214464862-214464931	214464862	214464931	69
c1riboseqorf274	GPATCH2	ENST00000366935	uORF	4	False	-	chr1	1	20	63	chr1:217631002-217631064	chr1:217631001-217631064	217631001	217631064	63
c1riboseqorf275	BPNT1	ENST00000414869	uORF	4	False	-	chr1	1	32	99	chr1:220089713-220089811	chr1:220089712-220089811	220089712	220089811	99
c1riboseqorf276	AIDA	ENST00000340020	uORF	4	False	-	chr1	1	21	66	chr1:222712404-222712469	chr1:222712403-222712469	222712403	222712469	66
c1riboseqorf277	BROX	ENST00000340934	uORF	4	False	+	chr1	1	21	66	chr1:222712780-222712845	chr1:222712779-222712845	222712779	222712845	66
c1riboseqorf278	TMEM63A	ENST00000366835	uORF	4	False	-	chr1	1	28	87	chr1:225879269-225879355	chr1:225879268-225879355	225879268	225879355	87
c1riboseqorf279	CDC42BPA	ENST00000366766	uORF	4	False	-	chr1	1	44	135	chr1:227317543-227317677	chr1:227317542-227317677	227317542	227317677	135
c1riboseqorf280	CDC42BPA	ENST00000366766	uORF	1B	False	-	chr1	1	17	54	chr1:227317867-227317920	chr1:227317866-227317920	227317866	227317920	54
c1riboseqorf281	CDC42BPA	ENST00000366766	uORF	4	False	-	chr1	1	30	93	chr1:227318174-227318266	chr1:227318173-227318266	227318173	227318266	93
c1riboseqorf282	SNAP47	ENST00000475930	uORF	4	False	+	chr1	2	76	231	chr1:227728657-227728786+chr1:227731585-227731685	chr1:227728656-227728786;chr1:227731584-227731685	227728656	227731685	3029
c1riboseqorf283	GNPAT	ENST00000366647	uORF	4	False	+	chr1	1	37	114	chr1:231241226-231241339	chr1:231241225-231241339	231241225	231241339	114
c1riboseqorf284	SPRTN	ENST00000391858	uORF	2B	False	+	chr1	1	17	54	chr1:231338155-231338208	chr1:231338154-231338208	231338154	231338208	54
c1riboseqorf285	nan	nan	mixed	4	False	-	chr1	4	81	246	chr1:231522625-231522637+chr1:231527338-231527415+chr1:231527766-231527792+chr1:231528122-231528249	chr1:231522624-231522637;chr1:231527337-231527415;chr1:231527765-231527792;chr1:231528121-231528249	231522624	231528249	5625
c1riboseqorf286	nan	nan	mixed	4	False	-	chr1	3	78	237	chr1:231524442-231524547+chr1:231527338-231527415+chr1:231528420-231528472	chr1:231524441-231524547;chr1:231527337-231527415;chr1:231528419-231528472	231524441	231528472	4031
c1riboseqorf287	MAP3K21	ENST00000366624	uORF	4	False	+	chr1	1	33	102	chr1:233327786-233327887	chr1:233327785-233327887	233327785	233327887	102
c1riboseqorf288	COA6	ENST00000366613	uoORF	4	False	+	chr1	1	37	114	chr1:234373691-234373804	chr1:234373690-234373804	234373690	234373804	114
c1riboseqorf289	GGPS1	ENST00000282841	uORF	1B	False	+	chr1	1	45	138	chr1:235328582-235328719	chr1:235328581-235328719	235328581	235328719	138
