pair_id	microprotein_gene	microprotein_biotype	microprotein_tier	partner_gene_symbol	partner_uniprot_id	iptm	ptm	binding_mechanism_category	buried_sasa_A2	known_pdb_ppi_overlap_pct	is_active_site_cleft	active_site_min_dist_A	active_site_details	is_binding_site_overlap	binding_site_min_dist_A	partner_domains_contacted	representative_pdb_ids	total_contacts	hbond_count	salt_bridge_count	hydrophobic_count	prodigy_link_density	prodigy_predicted_dg_kcal	microprotein_contact_residues_count	partner_contact_residues_count	microprotein_surface_involvement_pct	mean_interface_pae	aromatic_count	vdw_count	sasa_microprotein_A2	sasa_partner_A2	catalytic_sites_count	binding_sites_count	binding_site_details	known_pdb_interface_residues_count	known_pdb_ppi_overlap_count	partner_plddt	microprotein_plddt
c5riboseqorf27_partner_04_PRKACB	AC008966.1	lncRNA	1B	PRKACB	P22694	0.4784	0.7908	Active Site Blocker / Competitive Decoy	2575.3	0.0	True	2.47	Proton acceptor (res 167)	False	5.45	Protein kinase (44-298)	None	74	10	4	9	0.097	-3.13	23	33	27.1	14.56	0	32	7447.1	17829.0	1	2	None	0	0	0.86	0.35
c20norep26_partner_01_SNX1	SNX5	intORF	1B	SNX1	Q13596	0.478	0.6663	Shared Physiological Complex Interface	3278.6	53.7	False		None	False	21.11	BAR (302-522); Disordered (1-84)	4FZS; 8A1G; 8ABQ; 8AFZ	81	4	1	23	0.062	-11.09	32	41	68.1	17.75	0	28	5009.2	31929.3	0	4	None	65	22	0.7	0.62
c12norep119_partner_01_PTPN11	FRS2	uORF	1B	PTPN11	Q06124	0.4728	0.8317	Known Macromolecular Subunit Competitor / Adaptor	1784.3	88.0	False	47.3	None	False	37.61	SH2 2 (112-216)	4JEG; 5DF6; 5X7B; 5X94; 6R5G; 9MQ5; 9QCD	60	4	0	6	0.126	-15.42	19	25	51.4	15.0	0	31	3558.8	27423.9	1	3	None	115	22	0.83	0.45
c1riboseqorf248_partner_06_ACTB	IVNS1ABP	uORF	1B	ACTB	P60709	0.4637	0.8825	Known Macromolecular Subunit Competitor / Adaptor	1662.0	100.0	False		None	False		N/A	3BYH; 3J82; 3LUE; 6ANU; 6LTJ; 6NBW; 7P1H; 7QJ6; 7QJ9; 7VDV	42	3	0	8	0.147	-11.35	15	19	62.5	13.2	3	23	2491.7	17011.7	0	0	None	264	19	0.89	0.48
c18riboseqorf53_partner_02_PIGB	PIGN	uORF	1B	PIGB	Q92521	0.4687	0.8545	Allosteric Regulatory Surface / Novel Epitope	2111.7	0.0	False		None	False		N/A	None	49	2	3	8	0.102	-4.68	15	32	83.3	12.51	0	23	2328.2	28486.9	0	0	None	0	0	0.84	0.34
c2riboseqorf74_partner_01_RAD1	SLC20A1	uORF	1B	RAD1	O60671	0.4666	0.8648	Known Macromolecular Subunit Competitor / Adaptor	2701.6	67.6	False		None	False		N/A	6J8Y; 7Z6H; 8GNN	68	8	3	8	0.088	-13.0	21	37	84.0	12.3	0	29	3344.5	13794.7	0	0	None	70	25	0.85	0.44
c2norep223_partner_01_ARRDC1	HECW2	intORF	1B	ARRDC1	Q8N5I2	0.472	0.6161	Allosteric Regulatory Surface / Novel Epitope	6054.1	0.0	False		None	False		Disordered (349-372)	None	158	21	0	27	0.041	-24.45	48	80	55.2	14.44	3	73	8203.5	26947.6	0	0	None	0	0	0.67	0.43
c7riboseqorf46_partner_01_MAD2L2	POLD2	uORF	1B	MAD2L2	Q9UI95	0.4621	0.8018	Known Macromolecular Subunit Competitor / Adaptor	2504.2	100.0	False		None	False		HORMA (13-203); Mediates interaction with REV1 and REV3L and homodimerization (21-155); Mediates interaction with ipaB (150-211)	3ABD; 3ABE; 3VU7; 4EXT; 4GK0; 4GK5; 5XPT; 5XPU; 6BC8; 6BCD	88	16	0	14	0.098	-22.38	22	41	55.0	10.58	3	41	4763.4	11841.2	0	0	None	141	41	0.79	0.42
c15norep3_partner_02_UBE2L3	UBE3A	intORF	1B	UBE2L3	P68036	0.4584	0.6767	Shared Physiological Complex Interface	1561.0	38.1	False	18.52	None	False		UBC core (2-149)	1FBV; 5HPT; 6CP2; 6DJW; 6DJX; 7OIK; 8EB0; 9I1J	44	7	2	8	0.131	-5.37	16	21	24.6	12.78	0	17	7914.3	9058.1	1	0	None	57	8	0.83	0.46
c17norep146_partner_05_PSMA2	PSMC5	uoORF	1B	PSMA2	P25787	0.4613	0.8011	Known Macromolecular Subunit Competitor / Adaptor	2379.1	93.1	False		None	False		N/A	22MM; 4R3O; 4R67; 5A0Q; 5GJQ; 5GJR; 5L4G; 5LE5; 5LEX; 5LEY	58	11	1	5	0.091	-17.07	22	29	52.4	14.1	2	28	5255.9	12681.2	0	0	None	160	27	0.85	0.36
c10norep101_partner_01_ANAPC10	ANAPC16	intORF	1B	ANAPC10	Q9UM13	0.4572	0.7732	Shared Physiological Complex Interface	1055.5	56.2	False		None	False		DOC (2-185)	4UI9; 5A31; 5G04; 5LCW; 6Q6G; 6Q6H; 6TLJ; 6TNT; 9GAW	30	9	1	0	0.17	-15.14	11	16	50.0	9.94	0	14	3332.1	12101.4	0	0	None	70	9	0.83	0.47
c1riboseqorf94_partner_03_CCND3	CDKN2C	uORF	1A	CCND3	P30281	0.4697	0.6119	Allosteric Regulatory Surface / Novel Epitope	6110.4	26.7	False		None	False		Cyclin N-terminal (27-152); Disordered (254-292)	3G33; 7SJ3	151	19	5	20	0.034	-0.89	60	75	33.3	17.38	0	69	16726.6	15876.8	0	0	None	67	20	0.8	0.38
c14norep77_partner_05_HPCAL1	MAP3K9	uoORF	1A	HPCAL1	P37235	0.4628	0.544	Cofactor / Substrate Pocket Competitor	5626.6	0.0	False		None	True	2.93	EF-hand 1 (41-58); EF-hand 2 (60-95); EF-hand 3 (96-131); EF-hand 4 (144-179)	None	142	11	1	26	0.036	-1.74	55	71	34.2	17.34	0	71	15137.7	11275.0	0	15	 (res 73);  (res 75);  (res 109);  (res 111);  (res 113)	0	0	0.76	0.38
c12riboseqorf52_partner_02_WDR5	MCRS1	uoORF	1B	WDR5	P61964	0.4574	0.8357	Known Macromolecular Subunit Competitor / Adaptor	2276.2	100.0	False		None	False		N/A	24XN; 24XP; 2CNX; 2CO0; 2G99; 2G9A; 2H13; 2H6K; 2H6N; 2H6Q	70	11	1	5	0.09	-8.78	21	37	45.7	13.4	0	39	4063.2	15628.0	0	0	None	160	37	0.9	0.36
cXriboseqorf44_partner_02_ACTB	JPX	lncRNA	1B	ACTB	P60709	0.4567	0.8887	Known Macromolecular Subunit Competitor / Adaptor	2050.4	100.0	False		None	False		N/A	3BYH; 3J82; 3LUE; 6ANU; 6LTJ; 6NBW; 7P1H; 7QJ6; 7QJ9; 7VDV	52	5	1	11	0.111	-13.48	18	26	54.5	12.22	0	21	2963.2	17728.1	0	0	None	264	26	0.89	0.47
c12norep128_partner_01_GLIPR2	GLIPR1	intORF	1B	GLIPR2	Q9H4G4	0.446	0.8885	Allosteric Regulatory Surface / Novel Epitope	1777.4	0.0	False		None	False		SCP (14-132); Interaction with CAV1 (91-98)	None	53	10	0	4	0.147	-16.31	15	24	83.3	9.2	0	31	2479.7	8621.4	0	0	None	0	0	0.9	0.48
c9norep160_partner_01_VPS26B	ENTR1	intORF	1B	VPS26B	Q4G0F5	0.4518	0.8022	Allosteric Regulatory Surface / Novel Epitope	2440.8	0.0	False		None	False		N/A	None	64	12	1	8	0.133	-6.74	16	30	88.9	13.81	1	29	2833.3	19843.5	0	0	None	0	0	0.81	0.47
c6riboseqorf128_partner_03_BCL2	BCLAF1	uORF	1B	BCL2	P10415	0.4452	0.5724	Known Macromolecular Subunit Competitor / Adaptor	1898.0	100.0	False		None	False		Required for interaction with SEPTIN4 isoform ARTS. Required XIAP-mediated ubiquitination and apoptosis (92-107)	2XA0; 5AGW; 5AGX; 5FCG; 5JSN; 5VAU; 5VAX; 5VAY; 6IWB; 6QG8	42	3	1	5	0.127	-9.9	15	22	78.9	12.21	0	23	2162.2	17404.8	0	0	None	40	22	0.63	0.49
c18riboseqorf53_partner_01_PIGV	PIGN	uORF	1B	PIGV	Q9NUD9	0.4484	0.9035	Allosteric Regulatory Surface / Novel Epitope	2326.4	0.0	False		None	False		N/A	None	61	9	1	10	0.106	-7.21	14	41	77.8	14.51	1	23	2318.6	23645.6	0	0	None	0	0	0.84	0.38
c7riboseqorf104_partner_01_HSPA14	DNAJC2	uORF	1B	HSPA14	Q0VDF9	0.4446	0.7801	Allosteric Regulatory Surface / Novel Epitope	2793.7	0.0	False		None	False		N/A	None	81	11	2	13	0.115	-0.68	16	44	88.9	14.4	0	42	2909.4	25030.1	0	0	None	0	0	0.85	0.37
c6riboseqorf128_partner_07_HNRNPM	BCLAF1	uORF	1B	HNRNPM	P52272	0.4337	0.232	Allosteric Regulatory Surface / Novel Epitope	1810.6	0.0	False		None	False		RRM 2 (204-281); Disordered (1-62)	None	49	5	0	9	0.103	-6.7	14	34	73.7	19.91	0	20	2411.4	44318.4	0	0	None	14	0	0.5	0.36
c1norep192_partner_03_HSPA8	RNVU1-15	lncRNA	1B	HSPA8	P11142	0.4329	0.6468	Allosteric Regulatory Surface / Novel Epitope	3399.5	21.2	False		None	False	21.61	Substrate-binding domain (SBD) (394-509); Disordered (614-646)	3AGY; 3AGZ; 3ESK; 4KBQ	101	14	1	19	0.108	-20.68	18	52	94.7	18.52	1	44	2486.9	31711.4	0	12	None	38	11	0.83	0.37
c10riboseqorf46_partner_03_THRB	JMJD1C	uORF	1B	THRB	P10828	0.4323	0.5658	Active Site Cleft Occlusion / Proximal Inhibitor	1638.2	56.5	False		None	False	6.74	NR LBD (217-461); Modulating (1-106); Interaction with NR2F6 (244-461)	1BSX; 4ZO1; 6KKB; 6KKE; 6KNU; 6KNV; 6KNW; 7WLX; 7WMG; 7WMH	39	1	0	9	0.121	-7.92	14	23	77.8	15.3	0	18	2173.5	27988.3	0	14	None	91	13	0.75	0.38
c20norep15_partner_03_ODC1	SMOX	intORF	1B	ODC1	P11926	0.4389	0.8283	Allosteric Regulatory Surface / Novel Epitope	3276.7	0.0	False	33.25	None	False	9.8	N/A	None	84	9	1	18	0.063	-11.9	31	43	68.9	13.57	0	40	4344.4	22540.9	1	14	None	76	0	0.81	0.39
c4riboseqorf83_partner_05_YWHAZ	SNHG8	lncRNA	1B	YWHAZ	P63104	0.4319	0.8165	Known Macromolecular Subunit Competitor / Adaptor	4179.7	94.5	False		None	False		N/A	1IB1; 1QJA; 1QJB; 2C1J; 2C1N; 2O02; 2WH0; 3CU8; 3NKX; 4BG6	117	19	4	11	0.056	-0.46	38	55	73.1	14.28	0	60	5643.4	14159.4	0	0	None	98	52	0.88	0.38
c4riboseqorf83_partner_03_HSPA8	SNHG8	lncRNA	1B	HSPA8	P11142	0.4333	0.6433	Cofactor / Substrate Pocket Competitor	4756.1	14.1	False		None	True	2.15	Nucleotide-binding domain (NBD) (2-386); Interaction with BAG1 (186-377); Substrate-binding domain (SBD) (394-509); Disordered (614-646)	3FZK; 3FZM; 3LDQ; 3M3Z; 4HWI; 4KBQ; 5AQF; 5AQG; 5AQH; 5AQI	125	12	5	13	0.05	-20.75	39	64	75.0	17.72	0	71	5618.0	32300.7	0	12	 (res 269);  (res 272);  (res 273);  (res 342)	38	9	0.84	0.37
c17riboseqorf84_partner_01_EIF5	EIF1	dORF	1B	EIF5	P55010	0.4271	0.4167	Allosteric Regulatory Surface / Novel Epitope	1439.2	0.0	False		None	False	61.35	W2 (233-392)	None	30	1	1	8	0.156	-7.84	12	16	63.2	13.16	0	16	2091.6	29501.6	0	1	None	41	0	0.7	0.42
c10norep73_partner_02_MAPK9	MAPK8	uORF	1B	MAPK9	P45984	0.4301	0.7855	Cofactor / Substrate Pocket Competitor	2004.1	0.0	False	11.74	None	True	2.87	Protein kinase (26-321)	None	56	10	1	8	0.12	-12.96	15	31	62.5	11.89	0	30	3186.9	20253.0	1	2	 (res 32);  (res 33);  (res 34);  (res 40)	0	0	0.78	0.4
cXriboseqorf44_partner_03_HSPA8	JPX	lncRNA	1B	HSPA8	P11142	0.4317	0.6351	Allosteric Regulatory Surface / Novel Epitope	3902.2	17.5	False		None	False	18.53	Substrate-binding domain (SBD) (394-509); Disordered (614-646)	3AGY; 3AGZ; 3ESK; 4KBQ	124	12	2	20	0.078	-29.03	28	57	84.8	18.15	0	61	3782.3	31527.8	0	12	None	38	10	0.83	0.41
c2riboseqorf74_partner_03_RAD51B	SLC20A1	uORF	1B	RAD51B	O15315	0.4268	0.6547	Known Macromolecular Subunit Competitor / Adaptor	937.1	69.2	False		None	False	10.45	N/A	9Q2A	23	1	1	10	0.197	-9.73	9	13	36.0	9.38	0	7	3232.1	23690.2	0	1	None	110	9	0.71	0.47
c3norep215_partner_01_TBL1XR1	TBL1XR1	uORF	2B	TBL1XR1	Q9BZK7	0.4267	0.697	Allosteric Regulatory Surface / Novel Epitope	1915.4	0.0	False		None	False		LisH (4-36)	None	44	2	2	6	0.126	-13.97	14	25	77.8	16.96	1	22	1947.7	27057.3	0	0	None	0	0	0.82	0.29
c1riboseqorf55_partner_01_SCN4B	nan	mixed	1B	SCN4B	Q8IWT1	0.4245	0.5886	Known Macromolecular Subunit Competitor / Adaptor	808.5	80.0	False		None	False		Ig-like C2-type (31-148)	5XAW; 7DTD	17	0	1	0	0.212	-11.71	8	10	20.5	9.41	0	10	4229.2	19121.3	0	0	None	27	8	0.81	0.64
c14riboseqorf97_partner_02_SRC	PTPN21	uORF	2B	SRC	P12931	0.4246	0.6517	Known Macromolecular Subunit Competitor / Adaptor	1600.8	68.2	False	24.53	None	False	25.04	SH2 (151-248); Protein kinase (270-523)	1A07; 1A08; 1A09; 1A1A; 1A1B; 1A1C; 1A1E; 1HCS; 1HCT; 1SHD	46	6	2	4	0.161	-9.28	13	22	52.0	14.15	0	23	3306.7	25637.2	1	2	None	97	15	0.76	0.44
c3norep215_partner_03_TBL1Y	TBL1XR1	uORF	2B	TBL1Y	Q9BQ87	0.4228	0.689	Allosteric Regulatory Surface / Novel Epitope	1906.9	0.0	False		None	False		F-box-like (41-86)	None	40	3	0	5	0.128	-12.29	13	24	72.2	18.59	1	21	2127.2	26104.1	0	0	None	0	0	0.8	0.32
c20norep56_partner_02_TIMM21	ROMO1	dORF	1B	TIMM21	Q9BVV7	0.4206	0.4968	Allosteric Regulatory Surface / Novel Epitope	1288.8	0.0	False		None	False		N/A	None	29	4	1	3	0.176	-11.46	11	15	50.0	11.2	1	14	2498.0	24421.4	0	0	None	0	0	0.82	0.54
c12riboseqorf13_partner_05_HLA-A	ENSG00000272173	lncRNA-ORF	2B	HLA-A	P04439	0.4218	0.67	Cofactor / Substrate Pocket Competitor	2368.6	100.0	False		None	True	1.9	Alpha-1 (25-114); Alpha-2 (115-206)	1AKJ; 1AO7; 1AQD; 1B0G; 1B0R; 1BD2; 1DUY; 1DUZ; 1EEY; 1EEZ	69	13	3	3	0.113	-21.66	18	34	31.6	17.38	0	40	5708.7	24061.2	0	9	 (res 31);  (res 97);  (res 108);  (res 140);  (res 167);  (res 170);  (res 183);  (res 183);  (res 195)	205	34	0.83	0.29
c1norep185_partner_08_DARS2	WARS2-AS1	lncRNA-ORF	4	DARS2	Q6PI48	0.4219	0.866	Cofactor / Substrate Pocket Competitor	2808.2	0.0	False		None	True	2.05	Aspartate (244-247)	None	76	5	7	7	0.069	0.03	24	46	92.3	15.29	0	44	2922.7	33119.7	0	5	 (res 266);  (res 268);  (res 266);  (res 535);  (res 542);  (res 584);  (res 587)	112	0	0.84	0.34
cXriboseqorf58_partner_03_YEATS4	MORF4L2	uORF	1B	YEATS4	O95619	0.4186	0.6296	Known Macromolecular Subunit Competitor / Adaptor	1356.9	90.5	False		None	False		YEATS (15-158); Interaction with MLLT10 (163-227); Interaction with TACC1 (168-227)	5XTZ; 7JFY; 8IIY; 8IIZ; 8IJ0; 8X19; 9X8S; 9X8U; 9Y3D	39	8	0	6	0.186	-2.65	10	21	52.6	9.88	0	15	2158.2	15529.1	0	0	None	112	19	0.75	0.45
c19riboseqorf151_partner_01_SPDYE2	ZNF841	uORF	1B	SPDYE2	Q495Y8	0.4215	0.4076	Allosteric Regulatory Surface / Novel Epitope	2201.2	0.0	False		None	False		Disordered (1-89)	None	55	4	1	17	0.115	-10.35	16	30	84.2	19.01	2	17	2110.3	31257.7	0	0	None	0	0	0.53	0.49
c7norep146_partner_03_CCNA1	CUX1	intORF	1B	CCNA1	P78396	0.4205	0.5743	Allosteric Regulatory Surface / Novel Epitope	2533.6	0.0	False		None	False		N/A	None	65	12	1	4	0.096	-11.66	25	27	64.1	14.56	1	32	3875.0	27386.2	0	0	None	0	0	0.67	0.51
c1riboseqorf33_partner_10_EMC9	EMC1-AS1	lncRNA-ORF	3	EMC9	Q9Y3B6	0.4135	0.7527	Allosteric Regulatory Surface / Novel Epitope	1365.9	14.3	False		None	False		MPN (4-139)	6Y4L	37	5	0	3	0.16	-3.95	11	21	18.0	10.27	0	16	6945.4	10838.2	0	0	None	19	3	0.86	0.43
c2norep251_partner_01_SHC1	ERBB4	uoORF	1B	SHC1	P29353	0.4142	0.3646	Shared Physiological Complex Interface	2401.1	36.6	False		None	False		PID (156-339); Disordered (1-92)	1SHC; 2L1C	67	6	0	14	0.096	-17.63	17	41	100.0	17.38	1	32	2294.4	36256.7	0	0	None	74	15	0.55	0.29
c1riboseqorf199_partner_08_DCN	ENSG00000229953	lncRNA-ORF	1B	DCN	P07585	0.413	0.7989	Allosteric Regulatory Surface / Novel Epitope	2259.7	0.0	False		None	False		N/A	None	74	7	1	8	0.109	-9.38	20	34	46.5	10.94	4	29	4436.0	20605.2	0	0	None	0	0	0.83	0.4
c12riboseqorf32_partner_01_MOB4	FGFR1OP2	uORF	1B	MOB4	Q9Y3A3	0.4108	0.7436	Cofactor / Substrate Pocket Competitor	1995.2	62.1	False		None	True	3.09	N/A	5YF4; 7K36	54	8	0	8	0.093	-16.73	20	29	87.0	13.09	0	26	2630.4	13717.2	0	8	 (res 113);  (res 127)	54	18	0.77	0.48
c19riboseqorf61_partner_03_HSPA8	AC006504.5	lncRNA	1B	HSPA8	P11142	0.4143	0.622	Allosteric Regulatory Surface / Novel Epitope	3625.6	17.0	False		None	False	18.52	Substrate-binding domain (SBD) (394-509); Disordered (614-646)	3AGY; 3AGZ; 3ESK; 4KBQ	116	17	3	23	0.099	-17.43	22	53	48.9	14.16	0	45	4713.2	31083.9	0	12	None	38	9	0.84	0.42
c3norep207_partner_03_CBX4	PHC3	uoORF	1B	CBX4	O00257	0.4182	0.1828	Allosteric Regulatory Surface / Novel Epitope	4484.7	24.1	False		None	False		Chromo (11-69); Interaction with BMI1 (1-539); Involved in interaction with H3C15 and H3C1 (1-75); Involved in interaction with H3C15 and RNF2 (531-556); Interaction with RNF2 (540-560)	5EPL	111	8	1	31	0.052	-17.16	37	58	56.9	19.72	1	51	7726.1	48256.9	0	0	None	14	14	0.45	0.5
c14norep48_partner_02_GNB3	GNG2	uORF	1B	GNB3	P16520	0.4097	0.8465	Known Macromolecular Subunit Competitor / Adaptor	1663.2	75.0	False		None	False		N/A	25ST; 25SU	44	7	3	5	0.115	-9.54	16	24	61.5	11.86	1	20	3258.7	14224.4	0	0	None	74	18	0.88	0.44
c9norep160_partner_02_VPS26A	ENTR1	intORF	1B	VPS26A	O75436	0.4069	0.8085	Known Macromolecular Subunit Competitor / Adaptor	1675.4	61.9	False		None	False		N/A	5F0J; 5F0L; 5F0M; 5F0P; 7BLO; 9Q8M	48	11	1	8	0.176	-8.18	13	21	72.2	10.93	1	20	2593.3	20484.4	0	0	None	61	13	0.81	0.43
c8riboseqorf109_partner_02_GCNT1	ST3GAL1	uORF	1B	GCNT1	Q02742	0.4072	0.8551	Active Site Blocker / Competitive Decoy	2560.0	0.0	True	2.56	Nucleophile (res 320)	True	1.61	Catalytic (122-428)	None	82	11	0	5	0.114	-21.89	18	40	75.0	13.73	0	47	3002.9	22057.8	1	11	 (res 128);  (res 129);  (res 130);  (res 155);  (res 187);  (res 243);  (res 251);  (res 254);  (res 320);  (res 358);  (res 378);  (res 401)	0	0	0.87	0.38
c19norep130_partner_09_CANX	TMEM147-AS1	lncRNA-ORF	4	CANX	P27824	0.4083	0.5835	Cofactor / Substrate Pocket Competitor	1243.4	0.0	False		None	True	3.06	N/A	None	34	1	0	4	0.147	-8.5	11	21	42.3	14.07	0	18	2835.6	46413.5	0	8	 (res 164);  (res 166);  (res 185);  (res 192);  (res 425)	0	0	0.78	0.43
c8riboseqorf102_partner_03_CAPZA1	WASHC5	uORF	1B	CAPZA1	P52907	0.4065	0.8144	Known Macromolecular Subunit Competitor / Adaptor	1875.2	88.0	False		None	False		N/A	7T5Q; 8F8Q; 9B7J; 9B85; 9EC0; 9Y9L; 9Y9M; 9YIM	46	5	0	7	0.123	-15.63	15	25	75.0	13.26	3	18	2357.3	16208.2	0	0	None	116	22	0.82	0.43
c3norep127_partner_01_ZNF154	NXPE3	intORF	1B	ZNF154	Q13106	0.4064	0.1863	Allosteric Regulatory Surface / Novel Epitope	1900.5	0.0	False		None	False		KRAB (14-88)	None	35	3	2	10	0.138	-6.21	11	23	57.9	17.02	1	15	2471.5	29790.5	0	0	None	0	0	0.56	0.48
c4riboseqorf84_partner_03_HSPA8	SNHG8	lncRNA	1B	HSPA8	P11142	0.4087	0.6301	Allosteric Regulatory Surface / Novel Epitope	2989.7	6.4	False		None	False	13.47	Substrate-binding domain (SBD) (394-509); Disordered (614-646)	3AGY; 3AGZ; 4KBQ	85	10	1	7	0.09	-23.41	20	47	55.6	14.69	0	40	3976.4	31206.0	0	12	None	38	3	0.83	0.34
c14riboseqorf5_partner_01_HNRNPA2B1	HNRNPC	uORF	1B	HNRNPA2B1	P22626	0.4036	0.4985	Known Macromolecular Subunit Competitor / Adaptor	1785.4	64.0	False		None	False		RRM 2 (112-191); Disordered (193-353)	7WM3; 8HNI	46	3	0	13	0.108	-10.73	17	25	65.4	17.46	0	23	2429.6	24122.3	0	0	None	120	16	0.61	0.47
c3norep227_partner_01_AP2S1	AP2M1	intORF	1B	AP2S1	P53680	0.3974	0.5879	Known Macromolecular Subunit Competitor / Adaptor	737.7	83.3	False		None	False		N/A	6URI	21	1	0	4	0.35	-13.48	5	12	7.4	7.55	0	10	6784.0	8191.3	0	0	None	58	10	0.74	0.42
c2riboseqorf136_partner_09_FHL2	TTN-AS1	lncRNA-ORF	4	FHL2	Q14192	0.4041	0.4277	Allosteric Regulatory Surface / Novel Epitope	6519.8	0.0	False		None	False		LIM zinc-binding 1 (40-92); LIM zinc-binding 2 (101-153); LIM zinc-binding 3 (162-212); LIM zinc-binding 4 (221-275)	None	211	31	3	26	0.038	-26.95	56	98	44.1	11.24	1	109	12583.5	20492.1	0	0	None	0	0	0.78	0.45
c18riboseqorf50_partner_01_MCL1	PMAIP1	dORF	1B	MCL1	Q07820	0.397	0.4548	Shared Physiological Complex Interface	4741.2	55.8	False		None	False		Disordered (47-87); PEST-like (104-175)	2KBW; 2NL9; 2NLA; 2PQK; 3D7V; 3IO9; 3KJ0; 3KJ1; 3KJ2; 3KZ0	112	12	4	23	0.049	0.38	44	52	60.3	19.51	1	50	5970.6	24825.4	0	0	None	86	29	0.56	0.43
c6norep206_partner_02_ACTB	ENSG00000226571	lncRNA-ORF	1B	ACTB	P60709	0.3931	0.8804	Known Macromolecular Subunit Competitor / Adaptor	2363.1	100.0	False		None	False		N/A	3BYH; 3J82; 3LUE; 6ANU; 6LTJ; 6NBW; 7P1H; 7QJ6; 7QJ9; 7VDV	62	10	0	8	0.096	-19.14	24	27	72.7	14.29	0	38	3552.8	16947.9	0	0	None	264	27	0.89	0.42
c5riboseqorf9_partner_03_HSPA8	MIR4458HG	lncRNA	1B	HSPA8	P11142	0.3936	0.6258	Allosteric Regulatory Surface / Novel Epitope	2260.9	16.7	False		None	False	17.17	Substrate-binding domain (SBD) (394-509); Disordered (614-646)	4KBQ	59	5	0	11	0.091	-23.67	18	36	52.9	12.18	0	27	3788.5	30456.2	0	12	None	38	6	0.83	0.43
c16norep1_partner_03_L3HYPDH	FAM234A	intORF	1B	L3HYPDH	Q96EM0	0.3905	0.8683	Allosteric Regulatory Surface / Novel Epitope	1283.8	0.0	False	15.98	None	False	16.43	N/A	None	35	3	0	5	0.175	-6.98	10	20	52.6	15.35	0	14	2323.5	15940.1	1	3	None	39	0	0.9	0.43
c14norep77_partner_04_ARMC10	MAP3K9	uoORF	1A	ARMC10	Q8N2F6	0.4033	0.5652	Allosteric Regulatory Surface / Novel Epitope	5675.8	0.0	False		None	False		Disordered (43-83)	None	142	21	4	11	0.035	-12.96	51	80	31.7	20.52	0	70	15394.8	19217.4	0	0	None	0	0	0.78	0.34
c12riboseqorf26_partner_01_NANS	CMAS	uoORF	1B	NANS	Q9NR45	0.3922	0.7898	Allosteric Regulatory Surface / Novel Epitope	1536.5	0.0	False		None	False		N/A	None	40	6	1	5	0.167	-6.13	12	20	20.3	15.75	0	21	5115.0	18234.2	0	0	None	0	0	0.89	0.28
c20riboseqorf6_partner_02_FYN	PTPRA	uORF	1B	FYN	P06241	0.3913	0.5391	Known Macromolecular Subunit Competitor / Adaptor	2366.0	61.8	False	24.88	None	False	15.3	SH3 (82-143); Protein kinase (271-524)	1A0N; 1AVZ; 1AZG; 1FYN; 1M27; 1SHF; 3UA7; 4D8D; 4EIK; 4U17	63	6	3	10	0.116	-9.32	16	34	80.0	19.37	0	32	2652.5	25921.1	1	2	None	107	21	0.75	0.35
c18norep5_partner_04_MIS12	NDC80	uoORF	1B	MIS12	Q9H081	0.3902	0.3815	Known Macromolecular Subunit Competitor / Adaptor	2517.7	97.2	False		None	False		N/A	5LSJ; 5LSK; 8PPR; 8Q5H	58	5	2	15	0.077	-9.03	21	36	38.2	8.85	2	27	6660.3	18231.6	0	0	None	164	35	0.69	0.49
c3norep214_partner_01_HDAC3	TBL1XR1	intORF	1B	HDAC3	O15379	0.3895	0.8471	Active Site Blocker / Competitive Decoy	3122.0	8.3	True	3.79	 (res 135)	True	2.86	Histone deacetylase (3-316); Disordered (388-428)	4A69	85	13	1	4	0.089	-12.36	20	48	83.3	20.32	4	46	3378.4	18461.5	1	7	 (res 170);  (res 172);  (res 259);  (res 265)	20	4	0.86	0.33
c19riboseqorf4_partner_01_CAB39	STK11	uORF	1A	CAB39	Q9Y376	0.3999	0.6369	Shared Physiological Complex Interface	6038.1	56.9	False		None	False		N/A	1UPK; 2WTK; 3GNI; 4FZA; 4FZD; 4FZF; 4NZW; 4O27; 8VSU	154	23	1	15	0.035	9.28	68	65	32.5	24.51	0	82	15502.9	18493.1	0	0	None	70	37	0.9	0.32
c3riboseqorf118_partner_01_NDUFAF3	TIMMDC1	uORF	1B	NDUFAF3	Q9BU61	0.389	0.5503	Allosteric Regulatory Surface / Novel Epitope	1242.8	0.0	False		None	False		N/A	None	34	4	0	1	0.182	-15.83	11	17	57.9	10.43	0	17	2576.3	14251.4	0	0	None	0	0	0.63	0.49
c15riboseqorf86_partner_01_DCK	PDE8A	uORF	1B	DCK	P27707	0.3866	0.8368	Cofactor / Substrate Pocket Competitor	1593.9	0.0	False	8.16	None	True	2.01	N/A	None	49	4	1	7	0.188	-8.24	10	26	62.5	10.07	1	24	2070.6	13911.6	1	9	 (res 30);  (res 53);  (res 86);  (res 97);  (res 128);  (res 192);  (res 197)	40	0	0.82	0.4
c3riboseqorf114_partner_01_BRS3	CCDC80	uORF	1B	BRS3	P32247	0.3853	0.7254	Shared Physiological Complex Interface	2755.7	42.9	False		None	False		N/A	8Y52	63	11	0	4	0.1	-18.06	15	42	75.0	17.0	1	31	2789.6	29711.4	0	0	None	70	18	0.78	0.39
