uniprot_id	entry_name	gene_symbol	protein_name	pe_level	length
P0C7U3	ZH11B_HUMAN	ZDHHC11B	Probable palmitoyltransferase ZDHHC11B	3	371
P0CF75	EBLN1_HUMAN	EBLN1	Endogenous Bornavirus-like nucleoprotein 1	2	366
P19388	RPAB1_HUMAN	POLR2E	DNA-directed RNA polymerases I, II, and III subunit RPABC1	1	210
P22528	SPR1B_HUMAN	SPRR1B	Cornifin-B	1	89
P22897	MRC1_HUMAN	MRC1	Macrophage mannose receptor 1	1	1456
P26436	ASPX_HUMAN	ACRV1	Acrosomal protein SP-10	1	265
P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	1	557
P34096	RNAS4_HUMAN	RNASE4	Ribonuclease 4	1	147
P35030	TRY3_HUMAN	PRSS3	Trypsin-3	1	304
P48764	SL9A3_HUMAN	SLC9A3	Sodium/hydrogen exchanger 3	1	834
P51816	AFF2_HUMAN	AFF2	AF4/FMR2 family member 2	1	1311
P51888	PRELP_HUMAN	PRELP	Prolargin	1	382
P55957	BID_HUMAN	BID	BH3-interacting domain death agonist	1	195
P59539	T2R45_HUMAN	TAS2R45	Taste receptor type 2 member 45	2	299
P78314	3BP2_HUMAN	SH3BP2	SH3 domain-binding protein 2	1	561
Q04695	K1C17_HUMAN	KRT17	Keratin, type I cytoskeletal 17	1	432
Q11130	FUT7_HUMAN	FUT7	Alpha-(1,3)-fucosyltransferase 7	1	342
Q13888	TF2H2_HUMAN	GTF2H2	General transcription factor IIH subunit 2	1	395
Q155Q3	DIXC1_HUMAN	DIXDC1	Dixin	1	683
Q4KMG0	CDON_HUMAN	CDON	Cell adhesion molecule-related/down-regulated by oncogenes	1	1287
Q53H64	AK40L_HUMAN	ANKRD40CL	Putative ANKRD40 C-terminal-like protein	4	114
Q58FF8	H90B2_HUMAN	HSP90AB2P	Putative heat shock protein HSP 90-beta 2	1	381
Q5GLZ8	HERC4_HUMAN	HERC4	Probable E3 ubiquitin-protein ligase HERC4	1	1057
Q5TF39	S60A2_HUMAN	SLC60A2	Solute carrier family 60 member 2	1	518
Q69YU3	AN34A_HUMAN	ANKRD34A	Ankyrin repeat domain-containing protein 34A	1	496
Q6FI13	H2A2A_HUMAN	H2AC18	Histone H2A type 2-A	1	130
Q6IQ55	TTBK2_HUMAN	TTBK2	Tau-tubulin kinase 2	1	1244
Q6NXN4	D19P1_HUMAN	DPY19L2P1	Putative C-mannosyltransferase DPY19L2P1	1	242
Q7L0Y3	TM10C_HUMAN	TRMT10C	tRNA methyltransferase 10 homolog C	1	403
Q7L8J4	3BP5L_HUMAN	SH3BP5L	SH3 domain-binding protein 5-like	1	393
Q7Z4L5	TT21B_HUMAN	TTC21B	Tetratricopeptide repeat protein 21B	1	1316
Q7Z6K3	PTAR1_HUMAN	PTAR1	Protein prenyltransferase alpha subunit repeat-containing protein 1	1	402
Q86XE0	SNX32_HUMAN	SNX32	Sorting nexin-32	1	403
Q8IVF1	NTM2A_HUMAN	NUTM2A	NUT family member 2A	2	878
Q8IWU9	TPH2_HUMAN	TPH2	Tryptophan 5-hydroxylase 2	1	490
Q8N5U0	CK042_HUMAN	C11orf42	Uncharacterized protein C11orf42	1	333
Q8N9B4	ANR42_HUMAN	ANKRD42	Ankyrin repeat domain-containing protein 42	1	389
Q8NCT3	MACA2_HUMAN	MATCAP2	Putative tyrosine carboxypeptidase MATCAP2	1	520
Q8NCX0	CC150_HUMAN	CCDC150	Coiled-coil domain-containing protein 150	1	1101
Q8NDY8	TMM52_HUMAN	TMEM52	Transmembrane protein 52	1	209
Q8NEG5	ZSWM2_HUMAN	ZSWIM2	E3 ubiquitin-protein ligase ZSWIM2	1	633
Q8NEL0	CCD54_HUMAN	CCDC54	Coiled-coil domain-containing protein 54	1	328
Q8NGL4	OR5DD_HUMAN	OR5D13	Olfactory receptor 5D13	3	314
Q8TBX8	PI42C_HUMAN	PIP4K2C	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	1	421
Q8TDU6	GPBAR_HUMAN	GPBAR1	G protein-coupled bile acid receptor 1	1	330
Q8WTQ7	GRK7_HUMAN	GRK7	Rhodopsin kinase GRK7	1	553
Q8WTW3	COG1_HUMAN	COG1	Conserved oligomeric Golgi complex subunit 1	1	980
Q8WVC0	LEO1_HUMAN	LEO1	RNA polymerase-associated protein LEO1	1	666
Q8WVJ2	NUDC2_HUMAN	NUDCD2	NudC domain-containing protein 2	1	157
Q96CG3	TIFA_HUMAN	TIFA	TRAF-interacting protein with FHA domain-containing protein A	1	184
Q96DC7	TMCO6_HUMAN	TMCO6	Transmembrane and coiled-coil domain-containing protein 6	1	493
Q96NR8	RDH12_HUMAN	RDH12	Retinol dehydrogenase 12	1	316
Q96QE4	LR37B_HUMAN	LRRC37B	Leucine-rich repeat-containing protein 37B	1	947
Q96SM3	CPXM1_HUMAN	CPXM1	Probable carboxypeptidase X1	1	734
Q99638	RAD9A_HUMAN	RAD9A	Cell cycle checkpoint control protein RAD9A	1	391
Q99807	COQ7_HUMAN	COQ7	NADPH-dependent 3-demethoxyubiquinone 3-hydroxylase, mitochondrial	1	217
Q99819	GDIR3_HUMAN	ARHGDIG	Rho GDP-dissociation inhibitor 3	1	225
Q9BQ87	TBL1Y_HUMAN	TBL1Y	F-box-like/WD repeat-containing protein TBL1Y	1	522
Q9BQB6	VKOR1_HUMAN	VKORC1	Vitamin K epoxide reductase complex subunit 1	1	163
Q9BUA6	MYL10_HUMAN	MYL10	Myosin regulatory light chain 10	1	226
Q9BW04	SARG_HUMAN	SARG	Specifically androgen-regulated gene protein	1	601
Q9BXK1	KLF16_HUMAN	KLF16	Krueppel-like factor 16	1	252
Q9BY79	MFRP_HUMAN	MFRP	Membrane frizzled-related protein	1	579
Q9C040	TRIM2_HUMAN	TRIM2	Tripartite motif-containing protein 2	1	744
Q9H1K1	ISCU_HUMAN	ISCU	Iron-sulfur cluster assembly enzyme ISCU	1	167
Q9H2B4	S26A1_HUMAN	SLC26A1	Sulfate anion transporter 1	1	701
Q9HBE5	IL21R_HUMAN	IL21R	Interleukin-21 receptor	1	538
Q9NV23	SAST_HUMAN	OLAH	S-acyl fatty acid synthase thioesterase, medium chain	1	265
Q9P0L9	PK2L1_HUMAN	PKD2L1	Polycystin-2-like protein 1	1	805
Q9P2M1	LR2BP_HUMAN	LRP2BP	LRP2-binding protein	1	347
Q9UMX6	GUC1B_HUMAN	GUCA1B	Guanylyl cyclase-activating protein 2	1	200
Q9UPT8	ZC3H4_HUMAN	ZC3H4	Zinc finger CCCH domain-containing protein 4	1	1303
Q9UQ72	PSG11_HUMAN	PSG11	Pregnancy-specific beta-1-glycoprotein 11	1	335
Q9Y244	POMP_HUMAN	POMP	Proteasome maturation protein	1	141
Q9Y442	CV024_HUMAN	YWHAH-AS1	Putative uncharacterized protein YWHAH-AS1	5	160
A0A087WSZ0	KVD08_HUMAN	IGKV1D-8	Immunoglobulin kappa variable 1D-8	1	117
A6NKG5	RTL1_HUMAN	RTL1	Retrotransposon-like protein 1	1	1358
A8MVZ5	BTNLA_HUMAN	BTNL10P	Putative butyrophilin-like protein 10	5	291
B2RXF0	T229A_HUMAN	TMEM229A	Transmembrane protein 229A	1	380
I3L273	GFY_HUMAN	GFY	Golgi-associated olfactory signaling regulator	1	518
O14595	CTDS2_HUMAN	CTDSP2	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 2	1	271
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	1	336
O15552	FFAR2_HUMAN	FFAR2	Free fatty acid receptor 2	1	330
O43194	GPR39_HUMAN	GPR39	G protein-coupled receptor 39	1	453
O60243	H6ST1_HUMAN	HS6ST1	Heparan-sulfate 6-O-sulfotransferase 1	1	411
O75445	USH2A_HUMAN	USH2A	Usherin	1	5202
O75820	ZN189_HUMAN	ZNF189	Zinc finger protein 189	1	626
O95210	STBD1_HUMAN	STBD1	Starch-binding domain-containing protein 1	1	358
P00918	CAH2_HUMAN	CA2	Carbonic anhydrase 2	1	260
P01574	IFNB_HUMAN	IFNB1	Interferon beta	1	187
P08134	RHOC_HUMAN	RHOC	Rho-related GTP-binding protein RhoC	1	193
P0DY56	IFNA1_HUMAN	IFNA1	Interferon alpha-1	1	189
P10589	COT1_HUMAN	NR2F1	COUP transcription factor 1	1	423
P14415	AT1B2_HUMAN	ATP1B2	Sodium/potassium-transporting ATPase subunit beta-2	1	290
P15085	CBPA1_HUMAN	CPA1	Carboxypeptidase A1	1	419
P20155	ISK2_HUMAN	SPINK2	Serine protease inhibitor Kazal-type 2	1	84
P23919	KTHY_HUMAN	DTYMK	Thymidylate kinase	1	212
P26010	ITB7_HUMAN	ITGB7	Integrin beta-7	1	798
P36269	GGT5_HUMAN	GGT5	Glutathione hydrolase 5 proenzyme	1	586
P40855	PEX19_HUMAN	PEX19	Peroxisomal biogenesis factor 19	1	299
P48509	CD151_HUMAN	CD151	CD151 antigen	1	253
P52746	ZN142_HUMAN	ZNF142	Zinc finger protein 142	1	1687
P54849	EMP1_HUMAN	EMP1	Epithelial membrane protein 1	1	157
P55196	AFAD_HUMAN	AFDN	Afadin	1	1824
P58499	FAM3B_HUMAN	FAM3B	Protein FAM3B	1	235
Q01831	XPC_HUMAN	XPC	DNA repair protein complementing XP-C cells	1	940
Q04118	PRB3_HUMAN	PRB3	Basic salivary proline-rich protein 3	1	351
Q06732	ZN33B_HUMAN	ZNF33B	Zinc finger protein 33B	1	778
Q07325	CXCL9_HUMAN	CXCL9	C-X-C motif chemokine 9	1	125
Q09MP3	R51A2_HUMAN	RAD51AP2	RAD51-associated protein 2	1	1159
Q0VG06	FP100_HUMAN	FAAP100	Fanconi anemia core complex-associated protein 100	1	881
Q10472	GALT1_HUMAN	GALNT1	Polypeptide N-acetylgalactosaminyltransferase 1	1	559
Q13371	PHLP_HUMAN	PDCL	Phosducin-like protein	1	301
Q13535	ATR_HUMAN	ATR	Serine/threonine-protein kinase ATR	1	2644
Q14103	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	1	355
Q19T08	ECSCR_HUMAN	ECSCR	Endothelial cell-specific chemotaxis regulator	1	205
Q2VYF4	LETM2_HUMAN	LETM2	LETM1 domain-containing protein LETM2, mitochondrial	1	491
Q3SYF9	KR197_HUMAN	KRTAP19-7	Keratin-associated protein 19-7	1	63
Q50LG9	LRC24_HUMAN	LRRC24	Leucine-rich repeat-containing protein 24	1	513
Q5FWF6	ZN789_HUMAN	ZNF789	Zinc finger protein 789	1	425
Q5JTD7	LRC73_HUMAN	LRRC73	Leucine-rich repeat-containing protein 73	1	316
Q5SWX8	ODR4_HUMAN	ODR4	Protein odr-4 homolog	1	454
Q5T7W0	ZN618_HUMAN	ZNF618	Zinc finger protein 618	1	954
Q6NSX1	CCD70_HUMAN	CCDC70	Coiled-coil domain-containing protein 70	1	222
Q6NVH7	SWAP1_HUMAN	SWSAP1	ATPase SWSAP1	1	250
Q6X4U4	SOSD1_HUMAN	SOSTDC1	Sclerostin domain-containing protein 1	1	206
Q6ZUB1	S31E1_HUMAN	SPATA31E1	Spermatogenesis-associated protein 31E1	1	1445
Q6ZVT6	CF20D_HUMAN	CFAP20DC	Protein CFAP20DC	1	689
Q7L804	RFIP2_HUMAN	RAB11FIP2	Rab11 family-interacting protein 2	1	512
Q7Z6G3	NECA2_HUMAN	NECAB2	N-terminal EF-hand calcium-binding protein 2	1	386
Q7Z745	MRO2B_HUMAN	MROH2B	Maestro heat-like repeat-containing protein family member 2B	1	1585
Q86UE6	LRRT1_HUMAN	LRRTM1	Leucine-rich repeat transmembrane neuronal protein 1	1	522
Q86W74	ANR46_HUMAN	ANKRD46	Ankyrin repeat domain-containing protein 46	1	228
Q86WR6	CHCT1_HUMAN	CHCT1	CHD1 helical C-terminal domain containing protein 1	1	236
Q8IVV8	NKAI4_HUMAN	NKAIN4	Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 4	1	208
Q8IYI6	EXOC8_HUMAN	EXOC8	Exocyst complex component 8	1	725
Q8N9V2	TRIML_HUMAN	TRIML1	Probable E3 ubiquitin-protein ligase TRIML1	1	468
Q8NER5	ACV1C_HUMAN	ACVR1C	Activin receptor type-1C	1	493
Q8TAE8	G45IP_HUMAN	GADD45GIP1	Large ribosomal subunit protein mL64	1	222
Q8WXF0	SRS12_HUMAN	SRSF12	Serine/arginine-rich splicing factor 12	1	261
Q92529	SHC3_HUMAN	SHC3	SHC-transforming protein 3	1	594
Q92608	DOCK2_HUMAN	DOCK2	Dedicator of cytokinesis protein 2	1	1830
Q92685	ALG3_HUMAN	ALG3	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase	1	438
Q92918	M4K1_HUMAN	MAP4K1	Mitogen-activated protein kinase kinase kinase kinase 1	1	833
Q96BZ4	PLD4_HUMAN	PLD4	5'-3' exonuclease PLD4	1	506
Q96EH3	MASU1_HUMAN	MALSU1	Mitochondrial assembly of ribosomal large subunit protein 1	1	234
Q96FF7	MISP3_HUMAN	MISP3	Uncharacterized protein MISP3	1	219
Q96GX1	TECT2_HUMAN	TCTN2	Tectonic-2	1	697
Q96GX8	CLMB_HUMAN	CLMB	Calcimembrin	1	76
Q96JB3	HIC2_HUMAN	HIC2	Hypermethylated in cancer 2 protein	1	615
Q96Q89	KI20B_HUMAN	KIF20B	Kinesin-like protein KIF20B	1	1820
Q96QE2	MYCT_HUMAN	SLC2A13	Proton myo-inositol cotransporter	1	648
Q99865	SPI2A_HUMAN	SPIN2A	Spindlin-2A	1	258
Q9BQY9	DBND2_HUMAN	DBNDD2	Dysbindin domain-containing protein 2	1	259
Q9BTC0	DIDO1_HUMAN	DIDO1	Death-inducer obliterator 1	1	2240
Q9BYD5	CNFN_HUMAN	CNFN	Cornifelin	1	112
Q9HBF5	ST20_HUMAN	ST20	Suppressor of tumorigenicity 20 protein	1	79
Q9NR21	PAR11_HUMAN	PARP11	Protein mono-ADP-ribosyltransferase PARP11	1	338
Q9NRX5	SERC1_HUMAN	SERINC1	Serine incorporator 1	1	453
Q9NRZ7	PLCC_HUMAN	AGPAT3	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma	1	376
Q9NSK0	KLC4_HUMAN	KLC4	Kinesin light chain 4	1	619
Q9NTG1	PKDRE_HUMAN	PKDREJ	Polycystin family receptor for egg jelly	1	2253
Q9NY26	S39A1_HUMAN	SLC39A1	Zinc transporter ZIP1	1	324
Q9P0W2	HM20B_HUMAN	HMG20B	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related	1	317
Q9UBR5	CKLF_HUMAN	CKLF	Chemokine-like factor	1	152
Q9UBS9	SUCO_HUMAN	SUCO	SUN domain-containing ossification factor	1	1254
Q9UI36	DACH1_HUMAN	DACH1	Dachshund homolog 1	1	758
Q9UJM3	ERRFI_HUMAN	ERRFI1	ERBB receptor feedback inhibitor 1	1	462
Q9UK61	TASOR_HUMAN	TASOR	Protein TASOR	1	1670
Q9UMS4	PRP19_HUMAN	PRPF19	Pre-mRNA-processing factor 19	1	504
Q9Y5H7	PCDA5_HUMAN	PCDHA5	Protocadherin alpha-5	1	936
A0A0A0MS01	TVG10_HUMAN	TRGV10	Probable non-functional T cell receptor gamma variable 10	1	119
A0A0G2JS06	LV539_HUMAN	IGLV5-39	Immunoglobulin lambda variable 5-39	1	123
A3KN83	SBNO1_HUMAN	SBNO1	Protein strawberry notch homolog 1	1	1393
A6NKF1	SAC31_HUMAN	SAC3D1	SAC3 domain-containing protein 1	1	404
B3EWG5	FM25C_HUMAN	FAM25C	Protein FAM25C	3	89
O00222	GRM8_HUMAN	GRM8	Metabotropic glutamate receptor 8	1	908
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	1	708
O00591	GBRP_HUMAN	GABRP	Gamma-aminobutyric acid receptor subunit pi	1	440
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	1	419
O15021	MAST4_HUMAN	MAST4	Microtubule-associated serine/threonine-protein kinase 4	1	2623
O43189	PHF1_HUMAN	PHF1	PHD finger protein 1	1	567
O75534	CSDE1_HUMAN	CSDE1	Cold shock domain-containing protein E1	1	798
O94956	SO2B1_HUMAN	SLCO2B1	Solute carrier organic anion transporter family member 2B1	1	709
O95757	HS74L_HUMAN	HSPA4L	Heat shock 70 kDa protein 4L	1	839
P02766	TTHY_HUMAN	TTR	Transthyretin	1	147
P02790	HEMO_HUMAN	HPX	Hemopexin	1	462
P04198	MYCN_HUMAN	MYCN	N-myc proto-oncogene protein	1	464
P06133	UD2B4_HUMAN	UGT2B4	UDP-glucuronosyltransferase 2B4	1	528
P07476	INVO_HUMAN	IVL	Involucrin	1	585
P09466	PAEP_HUMAN	PAEP	Glycodelin	1	180
P0C7T8	TM253_HUMAN	TMEM253	Transmembrane protein 253	1	217
P0C7W6	CC172_HUMAN	CCDC172	Coiled-coil domain-containing protein 172	1	258
P10082	PYY_HUMAN	PYY	Peptide YY	1	97
P14210	HGF_HUMAN	HGF	Hepatocyte growth factor	1	728
P20701	ITAL_HUMAN	ITGAL	Integrin alpha-L	1	1170
P24723	KPCL_HUMAN	PRKCH	Protein kinase C eta type	1	683
P28472	GBRB3_HUMAN	GABRB3	Gamma-aminobutyric acid receptor subunit beta-3	1	473
P29034	S10A2_HUMAN	S100A2	Protein S100-A2	1	98
P29350	PTN6_HUMAN	PTPN6	Tyrosine-protein phosphatase non-receptor type 6	1	595
P31151	S10A7_HUMAN	S100A7	Protein S100-A7	1	101
P31641	SC6A6_HUMAN	SLC6A6	Sodium- and chloride-dependent taurine transporter	1	620
P37198	NUP62_HUMAN	NUP62	Nuclear pore glycoprotein p62	1	522
P48739	PIPNB_HUMAN	PITPNB	Phosphatidylinositol transfer protein beta isoform	1	271
P49247	RPIA_HUMAN	RPIA	Ribose-5-phosphate isomerase	1	311
P49593	PPM1F_HUMAN	PPM1F	Protein phosphatase 1F	1	454
P49961	ENTP1_HUMAN	ENTPD1	Ectonucleoside triphosphate diphosphohydrolase 1	1	510
P50443	S26A2_HUMAN	SLC26A2	Sulfate transporter	1	739
P51693	APLP1_HUMAN	APLP1	Amyloid beta precursor like protein 1	1	650
P51828	ADCY7_HUMAN	ADCY7	Adenylate cyclase type 7	1	1080
P60484	PTEN_HUMAN	PTEN	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	1	403
P61925	IPKA_HUMAN	PKIA	cAMP-dependent protein kinase inhibitor alpha	1	76
Q00LT1	PRCD_HUMAN	PRCD	Photoreceptor disk component PRCD	1	54
Q02577	HEN2_HUMAN	NHLH2	Helix-loop-helix protein 2	1	135
Q13405	RM49_HUMAN	MRPL49	Large ribosomal subunit protein mL49	1	166
Q15276	RABE1_HUMAN	RABEP1	Rab GTPase-binding effector protein 1	1	862
Q16394	EXT1_HUMAN	EXT1	Exostosin-1	1	746
Q16654	PDK4_HUMAN	PDK4	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial	1	411
Q496H8	NRN1L_HUMAN	NRN1L	Neuritin-like protein	1	165
Q5FYB1	ARSI_HUMAN	ARSI	Arylsulfatase I	1	569
Q5SRN2	TSBP1_HUMAN	TSBP1	Testis-expressed basic protein 1	1	563
Q5T3I0	GPTC4_HUMAN	GPATCH4	G patch domain-containing protein 4	1	446
Q5T686	AVPI1_HUMAN	AVPI1	Arginine vasopressin-induced protein 1	1	147
Q5TA50	CPTP_HUMAN	CPTP	Ceramide-1-phosphate transfer protein	1	214
Q5TIA1	MEI1_HUMAN	MEI1	Meiosis inhibitor protein 1	1	1274
Q5UE93	PI3R6_HUMAN	PIK3R6	Phosphoinositide 3-kinase regulatory subunit 6	1	754
Q66PJ3	AR6P4_HUMAN	ARL6IP4	ADP-ribosylation factor-like protein 6-interacting protein 4	1	237
Q6IEV9	OR4CB_HUMAN	OR4C11	Olfactory receptor 4C11	2	310
Q6NSW7	NANP8_HUMAN	NANOGP8	Homeobox protein NANOGP8	2	305
Q6T4R5	NHS_HUMAN	NHS	Actin remodeling regulator NHS	1	1651
Q6UX01	LMBRL_HUMAN	LMBR1L	Protein LMBR1L	1	489
Q6ZUB0	S31D4_HUMAN	SPATA31D4	Spermatogenesis-associated protein 31D4	1	917
Q7RTM1	OTOP1_HUMAN	OTOP1	Proton channel OTOP1	1	612
Q86TU6	CN070_HUMAN	LINC00523	Putative uncharacterized protein encoded by LINC00523	5	105
Q8IYB1	M21D2_HUMAN	MB21D2	Nucleotidyltransferase MB21D2	1	491
Q8N465	D2HDH_HUMAN	D2HGDH	D-2-hydroxyglutarate dehydrogenase, mitochondrial	1	521
Q8N5M9	JAGN1_HUMAN	JAGN1	Protein jagunal homolog 1	1	183
Q8N6M0	OTU6B_HUMAN	OTUD6B	Deubiquitinase OTUD6B	1	293
Q8NBJ7	SUMF2_HUMAN	SUMF2	Inactive C-alpha-formylglycine-generating enzyme 2	1	301
Q8NF50	DOCK8_HUMAN	DOCK8	Dedicator of cytokinesis protein 8	1	2099
Q8NFR7	CC148_HUMAN	CCDC148	Coiled-coil domain-containing protein 148	1	591
Q8NH49	OR4X1_HUMAN	OR4X1	Olfactory receptor 4X1	3	305
Q8TCY9	URGCP_HUMAN	URGCP	Up-regulator of cell proliferation	1	931
Q8WTT0	CLC4C_HUMAN	CLEC4C	C-type lectin domain family 4 member C	1	213
Q8WUA2	PPIL4_HUMAN	PPIL4	Peptidyl-prolyl cis-trans isomerase-like 4	1	492
Q8WZ84	OR8D1_HUMAN	OR8D1	Olfactory receptor 8D1	2	308
Q92828	COR2A_HUMAN	CORO2A	Coronin-2A	1	525
Q96C45	ULK4_HUMAN	ULK4	Inactive serine/threonine-protein kinase ULK4	1	1275
Q96F81	DISP1_HUMAN	DISP1	Protein dispatched homolog 1	1	1524
Q96JN0	LCOR_HUMAN	LCOR	Ligand-dependent corepressor	1	433
Q96JP9	CDHR1_HUMAN	CDHR1	Cadherin-related family member 1	1	859
Q96KX2	CAZA3_HUMAN	CAPZA3	F-actin-capping protein subunit alpha-3	1	299
Q96LA5	FCRL2_HUMAN	FCRL2	Fc receptor-like protein 2	1	508
Q96PG2	M4A10_HUMAN	MS4A10	Membrane-spanning 4-domains subfamily A member 10	1	267
Q96R72	OR4K3_HUMAN	OR4K3	Olfactory receptor 4K3	3	315
Q9BVV7	TIM21_HUMAN	TIMM21	Mitochondrial import inner membrane translocase subunit Tim21	1	248
Q9BZM4	ULBP3_HUMAN	ULBP3	UL16-binding protein 3	1	244
Q9BZQ8	NIBA1_HUMAN	NIBAN1	Protein Niban 1	1	928
Q9H201	EPN3_HUMAN	EPN3	Epsin-3	1	632
Q9NS98	SEM3G_HUMAN	SEMA3G	Semaphorin-3G	1	782
Q9NVM1	EVA1B_HUMAN	EVA1B	Protein eva-1 homolog B	1	165
Q9NY27	PP4R2_HUMAN	PPP4R2	Serine/threonine-protein phosphatase 4 regulatory subunit 2	1	417
Q9NZ01	TECR_HUMAN	TECR	Very-long-chain enoyl-CoA reductase	1	308
Q9P202	WHRN_HUMAN	WHRN	Whirlin	1	907
Q9P2N7	KLH13_HUMAN	KLHL13	Kelch-like protein 13	1	655
Q9UHY1	NRBP_HUMAN	NRBP1	Nuclear receptor-binding protein	1	535
Q9ULW3	ABT1_HUMAN	ABT1	Activator of basal transcription 1	1	272
Q9Y233	PDE10_HUMAN	PDE10A	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A	1	1055
Q9Y294	ASF1A_HUMAN	ASF1A	Histone chaperone ASF1A	1	204
Q9Y6Q9	NCOA3_HUMAN	NCOA3	Nuclear receptor coactivator 3	1	1424
A0A1B0GTI8	TM272_HUMAN	TMEM272	Transmembrane protein 272	2	187
A0A1B0GUI7	BRDOS_HUMAN	BRD3OS	Uncharacterized protein BRD3OS	1	84
A0A286YF46	SCGR5_HUMAN	SCYGR5	Small cysteine and glycine repeat-containing protein 5	1	85
A0A5A2	TVB58_HUMAN	TRBV5-8	T cell receptor beta variable 5-8	3	114
A1L190	SYCE3_HUMAN	SYCE3	Synaptonemal complex central element protein 3	1	88
A6NGB9	WIPF3_HUMAN	WIPF3	WAS/WASL-interacting protein family member 3	1	483
A6NHM9	MOXD2_HUMAN	MOXD2P	Putative DBH-like monooxygenase protein 2	5	499
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	1	778
O14905	WNT9B_HUMAN	WNT9B	Protein Wnt-9b	1	357
O15287	FANCG_HUMAN	FANCG	Fanconi anemia group G protein	1	622
O15541	R113A_HUMAN	RNF113A	E3 ubiquitin-protein ligase RNF113A	1	343
O75128	COBL_HUMAN	COBL	Protein cordon-bleu	1	1261
P01036	CYTS_HUMAN	CST4	Cystatin-S	1	141
P01100	FOS_HUMAN	FOS	Protein c-Fos	1	380
P01135	TGFA_HUMAN	TGFA	Protransforming growth factor alpha	1	160
P04259	K2C6B_HUMAN	KRT6B	Keratin, type II cytoskeletal 6B	1	564
P08588	ADRB1_HUMAN	ADRB1	Beta-1 adrenergic receptor	1	477
P09603	CSF1_HUMAN	CSF1	Macrophage colony-stimulating factor 1	1	554
P0C7M8	CLC2L_HUMAN	CLEC2L	C-type lectin domain family 2 member L	1	214
P0C7U9	FA87A_HUMAN	FAM87A	Protein FAM87A	2	286
P0CI00	Z705B_HUMAN	ZNF705B	Zinc finger protein 705B	2	300
P0CJ87	DU4L4_HUMAN	DUX4L4	Double homeobox protein 4-like protein 4	3	422
P0DUD4	SPD15_HUMAN	SPDYE15	Speedy protein E15	3	265
P14651	HXB3_HUMAN	HOXB3	Homeobox protein Hox-B3	1	431
P18440	ARY1_HUMAN	NAT1	Arylamine N-acetyltransferase 1	1	290
P21281	VATB2_HUMAN	ATP6V1B2	V-type proton ATPase subunit B, brain isoform	1	511
P30049	ATPD_HUMAN	ATP5F1D	ATP synthase F(1) complex subunit delta, mitochondrial	1	168
P30511	HLAF_HUMAN	HLA-F	HLA class I histocompatibility antigen, alpha chain F	1	346
P35269	T2FA_HUMAN	GTF2F1	General transcription factor IIF subunit 1	1	517
P49720	PSB3_HUMAN	PSMB3	Proteasome subunit beta type-3	1	205
P50995	ANX11_HUMAN	ANXA11	Annexin A11	1	505
P54845	NRL_HUMAN	NRL	Neural retina-specific leucine zipper protein	1	237
P60509	ERB1_HUMAN	ERVPABLB-1	Endogenous retrovirus group PABLB member 1 Env polyprotein	2	514
P61513	RL37A_HUMAN	RPL37A	Large ribosomal subunit protein eL43	1	92
P98179	RBM3_HUMAN	RBM3	RNA-binding protein 3	1	157
Q02318	CP27A_HUMAN	CYP27A1	Sterol 26-hydroxylase, mitochondrial	1	531
Q02833	RASF7_HUMAN	RASSF7	Ras association domain-containing protein 7	1	373
Q08648	SG11B_HUMAN	SPAG11B	Sperm-associated antigen 11B	1	103
Q14314	FGL2_HUMAN	FGL2	Fibroleukin	1	439
Q14602	ID2B_HUMAN	ID2B	Putative DNA-binding protein inhibitor ID-2B	5	36
Q14765	STAT4_HUMAN	STAT4	Signal transducer and activator of transcription 4	1	748
Q14957	NMDE3_HUMAN	GRIN2C	Glutamate receptor ionotropic, NMDA 2C	1	1233
Q15650	TRIP4_HUMAN	TRIP4	Activating signal cointegrator 1	1	581
Q15848	ADIPO_HUMAN	ADIPOQ	Adiponectin	1	244
Q30KQ8	DB112_HUMAN	DEFB112	Beta-defensin 112	1	113
Q502W7	CCD38_HUMAN	CCDC38	Coiled-coil domain-containing protein 38	1	563
Q5FWF5	ESCO1_HUMAN	ESCO1	N-acetyltransferase ESCO1	1	840
Q5T1R4	ZEP3_HUMAN	HIVEP3	Transcription factor HIVEP3	1	2406
Q5T7P8	SYT6_HUMAN	SYT6	Synaptotagmin-6	1	510
